"TimeEntryID","TimeEntryDatasourceID","TimeEntrySourceID","TimeEntryMatterID","TimeEntryStaffID","TimeEntryName","TimeEntryDate","TimeEntryMonth","TimeEntryQuarter","TimeEntryYear","TimeEntryAmount","TimeEntryRate","TimeEntryGross","TimeEntryStatus","TimeEntryPayable","TimeEntryIsActive","TimeEntryUpdatedDatetime","TotalBilledToDate","TotalPaidToDate","TimeEntryBilledAmount","TimeEntryInvoiceID","Staff","MatterType","TransactionPaymentAmount","LastPaymentDate","CTimeEntryPayable","TotalPaymentPayable","TimeEntryBreakDown","TotalPayout"
"1~BC71DB32796B5433","1","BC71DB32796B5433","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review AHG emails.  Revise MB agreements.","2025-06-05","6","2","2025","3.3","400.0","1320.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","570.71","HF1A8B32A52DD279","JRJ","2","15000.0","2025-06-05","570.71","6000.0","0.0223","133.8"
"1~BC72EB2163F40389","1","BC72EB2163F40389","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review emails, including H Cole emails.  Assess H Cole matter.","2024-09-05","9","3","2024","2.8","400.0","1120.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","453.09","H4A2BB22B440B472","JRJ","2","15000.0","2024-09-05","453.09","6000.0","0.0304","182.4"
"1~BC816B29DED46561","1","BC816B29DED46561","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Attend L10 and present legal update; Review emails regarding siding issue and roof warranty, update strategy memo. ","2025-02-06","2","1","2025","2.5","350.0","875.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","241.19","HF08FB31D537E998","CAJ","2","15000.0","2025-02-06","241.19","6000.0","0.0443","265.8"
"1~BC820B28E9194583","1","BC820B28E9194583","1~AB9DDB1298358443","1~YE1FEB1F470C1607","10109.010 - Ascend Hospitality Group - GC2 - Researched potential strategy on appeal process and filing of a motion to stay upon an order.","2025-01-03","1","1","2025","1.27","175.0","222.25","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","61.26","HC1DCB31DFCAA370","GNS","2","15000.0","2025-01-03","61.26","6000.0","0.0032","19.2"
"1~BC8E8B1A14DCF829","1","BC8E8B1A14DCF829","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Analyze respond to demand letter and attached correspondence, create strategy, confer, draft response to opposing counsel, draft correspondence to client regarding the same; Prepare for L10 weekly status and strategy meeting, attend and advise regarding various issues; Update strategy memo; Confer regarding assistant GM complaints; Draft email regarding","2025-08-04","8","3","2025","3.8","350.0","1330.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","366.61","HD2E5B3471D0F264","CAJ","2","15000.0","2025-08-04","366.61","6000.0","0.0241","144.6"
"1~BC91EB2B0F411518","1","BC91EB2B0F411518","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails relating to new opportunity with MaMa Bird in preparation to revise letter of intent; Review emails regarding breach of franchise agreement in preparation to respond, update strategy memo. ","2025-03-04","3","1","2025","0.4","350.0","140.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","96.82","H151FB31DE0FD393","CAJ","2","15000.0","2025-03-04","96.82","6000.0","0.0061","36.6"
"1~BCA82B327B38A231","1","BCA82B327B38A231","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Revise MB agreements.  Review tip issues.  Attend L10.  Call with tax counsel.","2025-06-05","6","2","2025","4.7","400.0","1880.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","812.83","HF1A8B32A52DD279","JRJ","2","15000.0","2025-06-05","812.83","6000.0","0.0317","190.2"
"1~BCAB4B1B481DA530","1","BCAB4B1B481DA530","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review Severance Agreement and Release of Claims in preparation to advise regarding the same; Review emails regarding Cintas and Canon contracts and update strategy memo regarding the same.","2025-08-04","8","3","2025","0.7","350.0","245.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","67.53","HD2E5B3471D0F264","CAJ","2","15000.0","2025-08-04","67.53","6000.0","0.0044","26.4"
"1~BCBCCB298D02C897","1","BCBCCB298D02C897","1~AC361AB169FF7591","1~YB387AAF35F66861","10132.000 - Amshot LLC - General - Reviewed email strings sent from Michael regarding buyout of company interest and settlement of note and Dallas attorney, conference with Michael regarding same.","2025-03-03","3","1","2025","1.2","420.0","504.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","294.39","H3ABFB3132719210","BPL","2","3500.0","2025-03-03","294.39","1400.0","0.0841","117.74"
"1~BCC1AB267F805731","1","BCC1AB267F805731","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails from client regarding issue with remaining equipment at FD Tacoma location; Draft email to LL regarding same. ","2024-12-05","12","4","2024","0.3","350.0","105.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","87.89","H5836B281BA27898","CAJ","2","15000.0","2024-12-05","87.89","6000.0","0.0058","34.8"
"1~BCD35B23DCE72236","1","BCD35B23DCE72236","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails regarding closing certain locations, in preparation to advise; Review emails regarding assignment of franchise agreement. ","2024-11-07","11","4","2024","0.4","350.0","140.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","99.13","H1FE5B281147C132","CAJ","2","15000.0","2024-11-07","99.13","6000.0","0.0066","39.6"
"1~BCD77B31D028D678","1","BCD77B31D028D678","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review Management Agreement and work on strategy, conference all regarding the same; update strategy memo regarding the same; Review emails regarding landscaping issues under lease. ","2025-06-05","6","2","2025","2.3","400.0","920.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","397.77","HF1A8B32A52DD279","CAJ","2","15000.0","2025-06-05","397.77","6000.0","0.0155","93.0"
"1~BCE40B2E8814E289","1","BCE40B2E8814E289","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review Northgate emails.  Draft terms of MAMA BIRD lease.","2025-04-04","4","2","2025","3.1","400.0","1240.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","598.26","H378AB31D3C56581","JRJ","2","15000.0","2025-04-04","598.26","6000.0","0.0398","238.8"
"1~BCE59B1F092E8154","1","BCE59B1F092E8154","1~AC361AB169FF7591","1~Y05DDAAF3FA5C240","10132.000 - Amshot LLC - General - Email client and opposing counsel on settlement.","2024-09-17","9","3","2024","0.6","230.0","138.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","2625.0","H0A64B209B725622","JRJ","2","3500.0","2024-09-17","2625.0","1400.0","0.75","1050.0"
"1~BCEB2B2962D7A171","1","BCEB2B2962D7A171","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Prepare for high level executive meeting, draft memo and share with client updating legal strategy and status of all matters; Attend L10 meeting and provide legal update; review emails regarding various follow up issues and update strategy memos. ","2025-02-06","2","1","2025","2.0","350.0","700.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","192.95","HF08FB31D537E998","CAJ","2","15000.0","2025-02-06","192.95","6000.0","0.0354","212.4"
"1~BCEF5B1FC5941264","1","BCEF5B1FC5941264","1~A2543AB03D49B585","1~YE9ADAAF3E254171","10095.000 - Triton Value Partners SW, LLC - GC2 - Work on tax return questions and amendment to operating agreement.","2024-10-11","10","4","2024","4.0","225.0","900.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","409.76","HEFD1B21754DD798","JER","2","3500.0","2024-10-11","409.76","1400.0","0.117","163.8"
"1~BCFD5B25E8D51775","1","BCFD5B25E8D51775","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Attend L10 Strategy meeting; Draft strategy memo; Review emails regarding back taxes in preparation to advise regarding strategy for responding; Review emails relating to Monopoly Agreement and FD closures, update strategy memo. ","2024-12-05","12","4","2024","2.0","350.0","700.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","585.94","H5836B281BA27898","CAJ","2","15000.0","2024-12-05","585.94","6000.0","0.039","234.0"
"1~BD04AB327F1BD444","1","BD04AB327F1BD444","1~AC361AB169FF7591","1~YB387AAF35F66861","10132.000 - Amshot LLC - General - Conference with co-counsel regarding settlement of Aliss case and documents associated with Buss buy out, researched email history regarding documents sent to Michael.","2025-06-02","6","2","2025","0.4","420.0","168.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","388.9","H63B8B33F0117181","BPL","2","3500.0","2025-06-02","388.9","1400.0","0.1111","155.54"
"1~BD0DBB26AF21F339","1","BD0DBB26AF21F339","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review Management and Compensation Agreement and propose revisions; Review emails relating to removing leased equipment at Tacoma facility, draft email regarding the same. ","2024-12-05","12","4","2024","1.0","350.0","350.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","292.97","H5836B281BA27898","CAJ","2","15000.0","2024-12-05","292.97","6000.0","0.0195","117.0"
"1~BD12BB2EB061E757","1","BD12BB2EB061E757","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review emails.  Finalize and send R Perez email.  Attend L10 meeting.","2025-04-04","4","2","2025","2.7","400.0","1080.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","521.07","H378AB31D3C56581","JRJ","2","15000.0","2025-04-04","521.07","6000.0","0.0347","208.2"
"1~BD13DB24B56EB611","1","BD13DB24B56EB611","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review email regarding Ascend Prime.","2024-11-07","11","4","2024","0.3","400.0","120.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","84.97","H1FE5B281147C132","JRJ","2","15000.0","2024-11-07","84.97","6000.0","0.0056","33.6"
"1~BD145B2E5C672284","1","BD145B2E5C672284","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review extensive emails regarding major tax issues at Northgate location in preparation to advise regarding the same; Review emails regarding the Tansasbourne Lease strategy and LOI for Reed's Landing, update strategy memo; Review emails and update strategy regarding collection issues and breach of franchise agreement issues; Prepare legal memo summary ","2025-04-04","4","2","2025","1.5","350.0","525.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","253.3","H378AB31D3C56581","CAJ","2","15000.0","2025-04-04","253.3","6000.0","0.0168","100.8"
"1~BD178B209CD90690","1","BD178B209CD90690","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review Market Hall issue.  Email Taubman counsel regarding AQT.","2024-09-05","9","3","2024","3.6","400.0","1440.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","582.55","H4A2BB22B440B472","JRJ","2","15000.0","2024-09-05","582.55","6000.0","0.0391","234.6"
"1~BD33CB2C72307588","1","BD33CB2C72307588","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Draft email regarding advocacy for bills.  Attend L10.","2025-03-04","3","1","2025","3.4","400.0","1360.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","940.53","H151FB31DE0FD393","JRJ","2","15000.0","2025-03-04","940.53","6000.0","0.0594","356.4"
"1~BD33EB23A1274225","1","BD33EB23A1274225","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails regarding water leak in preparation to advise regarding the same; Review client email regarding LOI; Revise Letter of Intent for new Stanford's location; Draft email regarding the same; Update strategy memo regarding early termination. ","2024-11-07","11","4","2024","1.2","350.0","420.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","297.38","H1FE5B281147C132","CAJ","2","15000.0","2024-11-07","297.38","6000.0","0.0198","118.8"
"1~BD3A7B240ADC1259","1","BD3A7B240ADC1259","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review LOI emails.  Review LOI Lake Oswego.  Attend LOI meeting.","2024-11-07","11","4","2024","1.6","400.0","640.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","453.15","H1FE5B281147C132","JRJ","2","15000.0","2024-11-07","453.15","6000.0","0.0302","181.2"
"1~BD517B213F418937","1","BD517B213F418937","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review email.  Review entry of appearance.","2024-09-05","9","3","2024","0.9","400.0","360.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","145.64","H4A2BB22B440B472","JRJ","2","15000.0","2024-09-05","145.64","6000.0","0.0097","58.2"
"1~BD5BBB280D685650","1","BD5BBB280D685650","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Work on reviewing pleadings and strategizing regarding hearing on worker's compensation issues, confer regarding same; Work on strategy for staying order pending appeal, review research regarding the same.","2025-01-03","1","1","2025","2.3","350.0","805.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","4423.08","HC1DCB31DFCAA370","CAJ","2","15000.0","2025-01-03","4423.08","6000.0","0.2312","1387.2"
"1~BD5C9B29A010D515","1","BD5C9B29A010D515","1~AC361AB169FF7591","1~YB387AAF35F66861","10132.000 - Amshot LLC - General - Reviewed executed Regier IT agreement sent by Michael, reviewed emails string sent from Kent regarding loan payment and IT services.","2025-03-03","3","1","2025","0.4","420.0","168.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","98.13","H3ABFB3132719210","BPL","2","3500.0","2025-03-03","98.13","1400.0","0.028","39.2"
"1~BD7A7B1AEDBEA619","1","BD7A7B1AEDBEA619","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review Civitas Agreement.  Reply to Canon demand.","2025-08-04","8","3","2025","2.2","400.0","880.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","242.57","HD2E5B3471D0F264","JRJ","2","15000.0","2025-08-04","242.57","6000.0","0.0159","95.4"
"1~BD878B20A4790541","1","BD878B20A4790541","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Redline Tanasbourne lease.  Call with J Ochitree regarding FD Tukwila.  Call with Washington Worker's Comp office.","2024-09-05","9","3","2024","5.6","400.0","2240.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","906.19","H4A2BB22B440B472","JRJ","2","15000.0","2024-09-05","906.19","6000.0","0.0608","364.8"
"1~BD8BDB2E53D8E686","1","BD8BDB2E53D8E686","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Work on Management Agreement; Teleconference regarding Northgate tax issue, prepare for same and attend; Research regarding potential defenses, draft legal research memo regarding the same; Teleconference with client regarding Northgate Tax issues and conclusions of research in preparation to draft demand letter. ","2025-04-04","4","2","2025","3.5","350.0","1225.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","591.03","H378AB31D3C56581","CAJ","2","15000.0","2025-04-04","591.03","6000.0","0.0394","236.4"
"1~BD8C3B2E8BA0B708","1","BD8C3B2E8BA0B708","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Finalize draft of Management Agreement and circulete to J. Johnson to reivew; Review and revise proposed letter to counsel for Simon regarding Northgate tax issue, draft note to file regarding the same; Review emails from client regarding the same. ","2025-04-04","4","2","2025","1.5","350.0","525.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","253.3","H378AB31D3C56581","CAJ","2","15000.0","2025-04-04","253.3","6000.0","0.0168","100.8"
"1~BD905B236988D767","1","BD905B236988D767","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails relating to potential transfer of Famous Dave's franchise; Review emails relating to closing certain locations and termination notice, revise and update strategy memo regarding the same. ","2024-11-07","11","4","2024","0.5","350.0","175.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","123.91","H1FE5B281147C132","CAJ","2","15000.0","2024-11-07","123.91","6000.0","0.0082","49.2"
"1~BD9A3B328BE52970","1","BD9A3B328BE52970","1~A27C9B321A696349","1~Y7B49B2A2E165654","11091.003 - Plan Group Financial - GC2 - Prepare a Mutual NDA. ","2025-07-01","7","3","2025","1.0","390.0","390.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","358.83","HDE8BB345B6B9282","KWD","2","6000.0","2025-07-01","358.83","2400.0","0.1025","246.0"
"1~BD9D2B29409D0608","1","BD9D2B29409D0608","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review AI agreement.  Review collections materials.","2025-01-03","1","1","2025","1.9","400.0","760.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","209.49","HC1DCB31DFCAA370","JRJ","2","15000.0","2025-01-03","209.49","6000.0","0.0109","65.4"
"1~BDAA6B3210A9E908","1","BDAA6B3210A9E908","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Draft Mama Bird documents.","2025-06-05","6","2","2025","3.2","400.0","1280.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","553.42","HF1A8B32A52DD279","JRJ","2","15000.0","2025-06-05","553.42","6000.0","0.0216","129.6"
"1~BDAF4B2A2B475445","1","BDAF4B2A2B475445","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review gift card issues.  Review daily emails.","2025-02-06","2","1","2025","1.7","400.0","680.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","187.44","HF08FB31D537E998","JRJ","2","15000.0","2025-02-06","187.44","6000.0","0.0344","206.4"
"1~BDBE5B234346F411","1","BDBE5B234346F411","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Client call regarding Tacoma FD.  Review Tacoma FC lease regarding termination/guaranty.  Draft email to J Rosen.  Draft email regarding Northgate taxes.","2024-10-03","10","4","2024","1.5","400.0","600.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","410.49","HEBACB2817B80480","JRJ","2","15000.0","2024-10-03","410.49","6000.0","0.0273","163.8"
"1~BDCC4B1FC37E5269","1","BDCC4B1FC37E5269","1~A2543AB03D49B585","1~YE9ADAAF3E254171","10095.000 - Triton Value Partners SW, LLC - GC2 - Work on termination notice.","2024-10-11","10","4","2024","2.5","225.0","562.5","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","256.1","HEFD1B21754DD798","JER","2","3500.0","2024-10-11","256.1","1400.0","0.0731","102.34"
"1~BDD21B1B4DA8C964","1","BDD21B1B4DA8C964","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails regarding corporate guaranty and effects regarding AQT closure; Review emails and update strategy memo relating to trademark ownership cleanup; Review letter of intent relating to Totem Lake location in preparation to advise; Review emails and update strategy memo regarding Cintas contract; Review emails and update strategy memo regarding ","2025-08-04","8","3","2025","1.9","350.0","665.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","183.31","HD2E5B3471D0F264","CAJ","2","15000.0","2025-08-04","183.31","6000.0","0.012","72.0"
"1~BDE09B316A211466","1","BDE09B316A211466","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Prepare for call regarding lease negotiations involving MamaBird Lease; Attend teleconference with opposing counsel regarding MamaBird; Review emails regarding Reed's Landing in preparation to negotiate LOI. ","2025-06-05","6","2","2025","0.8","350.0","280.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","411.22","HF1A8B32A52DD279","CAJ","2","15000.0","2025-06-05","411.22","6000.0","0.016","96.0"
"1~BDE32B20C8E4F568","1","BDE32B20C8E4F568","1~AB9DDB1298358443","1~YB3FEAAF3B26F526","10109.010 - Ascend Hospitality Group - GC2 - Research requirements to appear before Washington Board of Insurance Appeals.","2024-09-05","9","3","2024","0.3","195.0","58.5","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","23.67","H4A2BB22B440B472","ERH","2","15000.0","2024-09-05","23.67","6000.0","0.0015","9.0"
"1~BDE75B1BB2579813","1","BDE75B1BB2579813","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Phone call E Morris.","2025-08-04","8","3","2025","0.5","400.0","200.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","55.13","HD2E5B3471D0F264","JRJ","2","15000.0","2025-08-04","55.13","6000.0","0.0036","21.6"
"1~BDEDBB27C4757395","1","BDEDBB27C4757395","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Teleconference with client leadership regarding NYE incident with certain employees, advise regarding next steps, draft memo to file regarding the same; confer with J. Johnson regarding the same and other pending matters including Tanasbourne, Northgate tax issue and worker's compensation revisions to MSJ response. ","2025-01-03","1","1","2025","1.3","350.0","455.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","2500.0","HC1DCB31DFCAA370","CAJ","2","15000.0","2025-01-03","2500.0","6000.0","0.1307","784.2"
"1~BE01AB2FDE505237","1","BE01AB2FDE505237","1~A27C9B321A696349","1~Y7B49B2A2E165654","11091.003 - Plan Group Financial - GC2 - Review documents related to YAC in relationship to consulting and referral agreements.  ","2025-07-01","7","3","2025","0.5","400.0","200.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","184.02","HDE8BB345B6B9282","KWD","2","6000.0","2025-07-01","184.02","2400.0","0.0525","126.0"
"1~BE03BB2175FCC955","1","BE03BB2175FCC955","1~A2543AB03D49B585","1~YE9ADAAF3E254171","10095.000 - Triton Value Partners SW, LLC - GC2 - Work on Termination Notice.","2024-10-11","10","4","2024","5.0","225.0","1125.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","512.2","HEFD1B21754DD798","JER","2","3500.0","2024-10-11","512.2","1400.0","0.1463","204.82"
"1~BE1AFB307F394396","1","BE1AFB307F394396","1~A27C9B321A696349","1~Y7B49B2A2E165654","11091.003 - Plan Group Financial - GC2 - Prepare non-disclosure agreement for distribution of financial information.  ","2025-07-01","7","3","2025","1.5","400.0","600.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","552.05","HDE8BB345B6B9282","KWD","2","6000.0","2025-07-01","552.05","2400.0","0.1577","378.48"
"1~BE1EAB1E18FD8385","1","BE1EAB1E18FD8385","1~A2543AB03D49B585","1~YE9ADAAF3E254171","10095.000 - Triton Value Partners SW, LLC - GC2 - General work; work on termination agreements and BOA.","2024-09-04","9","3","2024","3.5","225.0","787.5","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","980.0","H27C2B1FCE8F1582","JER","2","3500.0","2024-09-04","980.0","1400.0","0.28","392.0"
"1~BE1F5B29E3F56797","1","BE1F5B29E3F56797","1~AC361AB169FF7591","1~YB387AAF35F66861","10132.000 - Amshot LLC - General - Conference with co-counsel regarding membership interest purchase and Regier contract.","2025-03-03","3","1","2025","0.1","420.0","42.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","24.53","H3ABFB3132719210","BPL","2","3500.0","2025-03-03","24.53","1400.0","0.007","9.8"
"1~BE294B2EC3350352","1","BE294B2EC3350352","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Revise Franchise Settlement Agreementa and correspond with client regarding the same. ","2025-05-19","5","2","2025","0.8","350.0","280.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","163.77","H591BB31D8C4D509","CAJ","2","15000.0","2025-05-19","163.77","6000.0","0.0055","33.0"
"1~BE3EEB31235E1532","1","BE3EEB31235E1532","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails relating to Tanasbourne lease status. ","2025-06-05","6","2","2025","0.2","350.0","70.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","102.81","HF1A8B32A52DD279","CAJ","2","15000.0","2025-06-05","102.81","6000.0","0.004","24.0"
"1~BE42AB322FCAA263","1","BE42AB322FCAA263","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Draft revisions to West Jordan lease.  Attend L10 meeting.","2025-06-05","6","2","2025","6.7","400.0","2680.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","1158.72","HF1A8B32A52DD279","JRJ","2","15000.0","2025-06-05","1158.72","6000.0","0.0452","271.2"
"1~BE4CEB31C13A1424","1","BE4CEB31C13A1424","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails regarding Mama Bird Lease in preparation to respond.","2025-06-05","6","2","2025","0.2","400.0","80.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","117.48","HF1A8B32A52DD279","CAJ","2","15000.0","2025-06-05","117.48","6000.0","0.0045","27.0"
"1~BE515B23D3D0B638","1","BE515B23D3D0B638","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Phone call with E Morris.","2024-11-07","11","4","2024","1.0","400.0","400.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","283.22","H1FE5B281147C132","JRJ","2","15000.0","2024-11-07","283.22","6000.0","0.0188","112.8"
"1~BE524B2474FF6596","1","BE524B2474FF6596","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review and respond to emails.  Call with E Morris regarding Northgate.  Review J Rosen email regarding Tacoma FD's.  Review Simon email.","2024-11-07","11","4","2024","3.1","400.0","1240.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","877.98","H1FE5B281147C132","JRJ","2","15000.0","2024-11-07","877.98","6000.0","0.0585","351.0"
"1~BE573B2A96C80268","1","BE573B2A96C80268","1~AC361AB169FF7591","1~YB387AAF35F66861","10132.000 - Amshot LLC - General - Continued adapting documents for new pricing, MTSA, SOW.","2025-03-03","3","1","2025","0.4","420.0","168.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","98.13","H3ABFB3132719210","BPL","2","3500.0","2025-03-03","98.13","1400.0","0.028","39.2"
"1~BE5A7B26A3636138","1","BE5A7B26A3636138","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review emails (various subjects).","2024-12-05","12","4","2024","3.8","400.0","1520.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","1272.32","H5836B281BA27898","JRJ","2","15000.0","2024-12-05","1272.32","6000.0","0.0848","508.8"
