"BillableHoursAmount","StaffAbbreviation","BillableHoursDate","MatterName"
"0.1","AEZ","2020-09-08","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.3","RAW","2020-06-24","Appraisal Shield - General 10100.000"
"0.8","JRJ","2024-11-22","Jason Pack, M.D. - General 11133.000"
"0.2","AEZ","2021-06-16","The Children's Center, Inc. - General 10397.000"
"4.5","JRJ","2023-08-11","Utex Industries Inc. - Composite BX Ring Patent Application 10158.014"
"0.3","BPL","2020-03-16","TBS Factoring Service, LLC - Trademarks 10062.001"
"0.1","AEZ","2019-11-05","Threet v. Thompson, et al. 10047.003"
"1.3","CAJ","2023-08-22","First Oklahoma Bank - Humphreys Co Revolving Line 10939.001"
"0.5","ERH","2024-02-27","Covell Partners LLC - Conservation Easement (HOLD) 10108.002"
"0.2","BPL","2022-10-17","Utex Industries Inc. - Hammerless Torqueless Connection Patent 10158.002"
"0.4","DAC","2020-04-27","Dedicated Logistic Solutions - General 10067.000"
"1.0","ERH","2021-08-16","Gupta, Siddhartha - Trust Formation 10428.002"
"0.1","BPL","2021-09-03","Resistol Services, LLC - General 10053.000"
"0.7","JER","2022-09-15","EightTwenty Oklahoma LLC - General 10689.000"
"0.5","RAW","2023-09-06","1710 ORR Hotel Investment LLC - General 10722.000"
"2.8","JRJ","2024-01-26","VANESSA HOUSE BEER COMPANY LLC v. City of OKC 10037.001"
"1.0","WMJ","2024-04-02","Avi Bello - HOA Dispute 11068.001"
"0.5","ERH","2024-04-04","Wick, Wyatt and Jenifer - General 10912.000"
"0.2","ERH","2021-02-25","Brewer Family LLC - 115 Partners LLC Lease Dispute and Eviction 10486.001"
"5.5","RAW","2021-07-19","Tulsa DT Hotel Investment, LLC - Tulsa DoubleTree  Acquisition 10447.002"
"0.2","BPL","2024-11-14","New Files Holding 10000.000"
"0.2","RAW","2021-04-12","Colcord Hotel Investment LLC - Colcord Acquisition 10423.002"
"0.2","TRB","2022-07-07","ONEOK - General 10756.000"
"1.3","AEZ","2023-05-01","Gardner Studio, LLC - General 10895.000"
"2.0","JER","2021-05-07","The Children's Center, Inc. - General 10397.000"
"2.4","TRB","2019-12-20","VonAllmen Capital Partners - River City 10177.001"
"0.5","ERH","2020-03-19","Flatt, Travis as POA of Wanda Peek - General 10222.000"
"0.7","ERH","2023-09-14","WDCO VENTURES LLC - General 10648.000"
"2.7","BPL","2024-07-31","Garage Door Solutions Inc - Jolly Goat Trademark 10639.002"
"1.6","JRJ","2024-11-19","Ascend Hospitality Group - Workers Comp Lit 10109.013"
"3.0","TRB","2020-05-07","WDCO BROADWAY LLC - Arsenault Purchase 10172.001"
"0.9","AEZ","2020-04-22","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"3.6","JRJ","2020-06-25","Instinct Performance LLC - Laminated Lenses for Sensory Training 10211.001"
"1.0","ERH","2024-01-19","Bill D. Dillard - Louann Dillard v. Bill Dillard 11015.001"
"2.5","FDJ","2025-01-28","Priscilla Orange - Criminal Defense 11206.001"
"0.4","ERH","2022-01-25","Littlepage Group LLC - Member Redemption 10293.001"
"1.1","RAW","2020-01-20","Robison, Gary, Johnson, & Associates PLLC - Equity Redemption 10193.001"
"0.9","BPL","2022-05-10","Tague, Mark - Cattle DNA Blockchain Patent 10658.001"
"1.5","AEZ","2022-12-02","Radio & TV Experts, LLC - General 10007.000"
"1.7","JER","2023-09-26","PRAIRIE NAV FUND - General 10764.000"
"1.5","AEZ","2020-12-09","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"3.2","JSM","2022-01-11","Compellier - GC2 General 10552.000"
"1.5","RAW","2022-06-08","CR Lending - 302 Tolson Loan 10637.005"
"3.0","JER","2019-12-27","Robison, Gary, Johnson, & Associates PLLC - Equity Redemption 10193.001"
"0.3","RAW","2020-03-27","Liddell, Mike - CMM Tarver Deed 10178.004"
"1.0","ERH","2024-03-07","Ridge Creek HOA - General 10034.000"
"1.3","JRJ","2024-04-01","Choncey Bradford - ODE litigation 10927.001"
"0.1","RAW","2020-03-23","Wallace, Laurence - General 10199.000"
"0.3","BPL","2022-12-19","Asher Oilfield Specialty, LLC - Raw Crude O&G Collections (HOLD ALL) 10021.004"
"0.3","CNM","2022-09-12","Nova Compression LLC - General 10692.000"
"0.6","BPL","2021-06-23","DoubleBarrel Downhole Technologies - General 10090.000"
"1.2","ERH","2023-03-30","Quick-Mincey Development Corporation II - General 10857.000"
"1.5","RAW","2024-12-26","OPERATIONREADYMIX LLC - Willoughby PSA 10742.004"
"0.5","WMJ","2023-10-06","Grove Holdings, LLC - Purchase of RV Park 10983.001"
"3.4","TGF","2023-12-20","Apex MWD LLC - General 10716.000"
"1.0","TRB","2020-12-17","Lucerna Company, LLC - General 10286.000"
"0.2","ERH","2022-03-17","Last Brand, Inc. - General 10296.000"
"0.1","AEZ","2022-10-31","Den-Tex Central dba Denny's Restaurant - Discrimination Claim 10784.001"
"0.5","RAW","2024-04-12","555 Peoria LLC - General 10792.000"
"0.9","JRJ","2021-01-13","Utex Industries Inc. - Split Nut Valve Seat Puller Patent Application 10158.010"
"0.5","JER","2021-09-07","Lietz, Al and Marsha - Lietz Family Trust Update 10581.001"
"0.2","BPL","2019-10-31","Shellback General Contracting Co. - Haus de Lux, et al 10057.002"
"0.8","RAW","2023-01-19","Tribune Capital LLC - Bentonville Opinion Letters 10116.010"
"0.3","WMJ","2024-01-04","Brent Molloy - General 11009.000"
"0.2","JRJ","2025-02-03","Appraisal Shield - Utah Department of Commerce 10100.002"
"5.3","JRJ","2024-06-25","Appraisal Shield - Utah Department of Commerce 10100.002"
"0.3","RAW","2024-10-24","WD ADVENTURE DISTRICT LLC - General 10901.000"
"0.3","RAW","2024-12-19","WDCO NYC 001 LLC - General 10572.000"
"2.1","TRB","2022-08-22","ONEOK - General 10756.000"
"0.8","RAW","2021-06-18","Harveys13th LLC - Shop Concepts Lease 10107.005"
"0.1","ERH","2022-10-14","Hurst v. Knauf 10028.001"
"2.9","JRJ","2020-02-19","Orange Leaf Holdings LLC - GC2 10025.000"
"0.2","AEZ","2020-01-03","Q.B. Johnson Manufacturing, Inc. re: Hector Romero 10138.001"
"0.8","RAW","2021-04-27","DHP Commercial LLC - General 10163.000"
"0.5","BPL","2021-10-14","Downtown Glass, Inc. - ONX Acquisition 10029.002"
"0.1","AEZ","2022-04-07","Shellback General Contracting Co. - Allstate Electrical 10057.003"
"0.5","AEZ","2020-09-02","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"3.4","JRJ","2021-05-19","Allparts Music Corp. dba Walrus Audio - General 10368.000"
"3.3","JRJ","2021-06-30","OSB Café Franchisor LLC - OSB 2021 FDD 10560.001"
"0.1","ERH","2020-11-11","SECOND SUNSHINE LLC - General 10166.000"
"0.5","JER","2023-10-02","WD ADVENTURE DISTRICT LLC - OZ FUND 10901.002"
"2.7","JRJ","2022-01-17","OSB Café Franchisor LLC - General 10560.000"
"0.2","RAW","2024-02-23","OPERATIONREADYMIX LLC - General 10742.000"
"6.0","AEZ","2022-01-21","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"0.1","AEZ","2019-10-04","Leach & Sullivan, LLP - Consulting 10118.001"
"2.8","AEZ","2020-03-02","MTC Holsters LLC - CrossBreed 10106.001"
"0.8","TRB","2022-03-08","Last Brand, Inc. - General 10296.000"
"0.6","CAJ","2024-10-25","WD ADVENTURE DISTRICT LLC - General 10901.000"
"0.2","AEZ","2023-05-08","Southwest Water Works, L.L.C. - General 10822.000"
"2.8","JRJ","2023-02-09","Eduardo Carbajal - FDD Drafting 10824.001"
"0.3","JRJ","2024-12-27","Ascend Hospitality Group - GC2 10109.010"
"2.8","RAW","2021-06-28","106 DEER TRACK COURT LLC - Company Formation 10561.001"
"0.86","AEZ","2022-04-13","Hoss Directional Services, Inc. - John Williams Age Discrimination 10709.001"
"1.3","AEZ","2020-06-22","Bennett Construction, Inc. - General 10122.000"
"0.6","RAW","2022-10-27","Quail Springs Investors, LLC - 3200 Quail Springs Parkway Sale 10818.001"
"2.0","JER","2020-07-14","Triton Value Partners SW, LLC - GC2 10095.000"
"1.3","CNM","2022-06-13","WDCO NYC 001 LLC - General 10572.000"
"0.3","JRJ","2022-06-15","Chandler, Paul - Patent Application 10735.001"
"0.4","JRJ","2022-01-13","Patrick McKenzie Ministries Inc. - Lit DEF - Dept. of Education Suit 10608.001"
"1.2","RAW","2022-10-05","Foraker Company - Grove Civic Center 10330.005"
"0.2","JRJ","2024-09-30","Allparts Music Corp. dba Walrus Audio - Badass Bass Bridge patent application 10368.031"
"1.0","TRB","2021-12-28","New Files Holding 10000.000"
"0.3","DAC","2020-02-24","WDCO BROADWAY LLC - Arsenault Purchase 10172.001"
"0.3","DAC","2020-07-29","WDCO BROADWAY LLC - General 10172.000"
"0.5","TRB","2022-07-11","Last Brand, Inc. - Employee Handbook 10296.023"
"1.5","JER","2022-12-13","LIVE OUT LOVE, INC. - General 10631.000"
"0.5","ERH","2024-02-22","Mash LLC - General 10229.000"
"1.8","CNM","2022-03-15","HurryHub LLC - General 10703.000"
"0.7","JRJ","2025-02-05","StyleMedia.co - Respond to Demand Letter 11213.001"
"6.3","JRJ","2022-09-14","GeoX Energy Inc - Supercritical Resin Patent Application 10191.009"
"1.2","JER","2022-10-06","Gusman, Rachel - Partnership Acquisition 10763.001"
"5.8","DAC","2020-11-23","Tanenbaum Equity Partners - Corecivic, Inc. Portfolio Purchase 10398.001"
"0.8","RAW","2023-07-13","WD ADVENTURE DISTRICT LLC - Land Acquisition and Use 10901.001"
"1.9","JRJ","2020-04-13","Utex Industries Inc. - General 10158.000"
"0.1","AEZ","2020-09-25","Q.B. Johnson Manufacturing, Inc. re: Hector Romero 10138.001"
"0.6","TRB","2021-03-08","Last Brand, Inc. - General 10296.000"
"0.4","JRJ","2024-09-26","Appraisal Shield - General 10100.000"
"0.3","CAJ","2025-01-02","Derik Kinghorn - Claim Climbers 11204.001"
"0.1","RAW","2020-01-09","Stovall, Brent - General 10208.000"
"0.6","RAW","2021-12-21","JCE Developments LLC - General 10429.000"
"1.0","JRJ","2023-03-24","Tribune Capital LLC - Renewal of EOTE Trademarks 10116.011"
"1.1","WMJ","2023-10-13","Building Culture - General 10982.000"
"0.2","JRJ","2019-12-20","Moore Primary Care Inc. - OHCA Audit Litigation 10070.001"
"0.1","AEZ","2024-11-14","Lagunita Franchise Operations, LLC - Defense of Inspire Brands 11135.002"
"0.6","CAJ","2024-10-24","Ascend Hospitality Group - GC2 10109.010"
"4.0","JER","2021-01-08","Cody Blake - Blake OZ Fund LLC Formation 10450.001"
"1.0","JER","2022-10-17","New Files Holding 10000.000"
"1.0","AEZ","2021-05-20","The Askin Group LLC - Employment 10441.001"
"0.5","RAW","2022-10-04","555 Peoria LLC - Private Placement Offering 10792.001"
"2.4","TRB","2021-09-20","Downtown Glass, Inc. - ONX Acquisition 10029.002"
"2.4","DAC","2021-03-24","Building Site Material, Inc. - The Mantle Lease Dispute 10481.001"
"1.1","DAC","2020-06-22","Kundu, Shrabantee - Real Estate Advising 10319.000"
"5.1","CNM","2022-05-04","1710 ORR Hotel Investment LLC - Hilton Acquisition 10722.001"
"2.2","CAJ","2025-03-12","Ascend Hospitality Group - GC2 10109.010"
"3.5","JER","2019-11-20","M-D BUILDING PRODUCTS, INC. - Alcot MFG and Supply Agreement 10165.001"
"2.0","JRJ","2022-08-08","Allparts Music Corp. dba Walrus Audio - General 10368.000"
"3.3","JRJ","2024-11-25","Ascend Hospitality Group - GC2 10109.010"
"1.9","RAW","2019-11-21","VonAllmen Capital Partners - General 10177.000"
"0.3","ERH","2023-07-17","916NW6 LLC - Revolucion Lease 10573.002"
"0.9","RAW","2020-02-28","Bartlesville 501 LLC - General 10113.000"
"2.4","DAC","2022-02-22","MHT Consulting LLC - Company Formation 10683.001"
"0.2","AEZ","2022-10-03","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"0.6","RAW","2023-10-06","Silva Holdings LLC - General 10945.000"
"0.6","JSM","2022-03-23","Foraker Company - General 10330.000"
"0.5","ERH","2022-04-04","Quillen, Jim - General 10494.000"
"4.7","JRJ","2022-04-11","Patrick McKenzie Ministries Inc. - Lit DEF - Dept. of Education Suit 10608.001"
"1.4","JRJ","2024-09-30","Dobson Fiber - General 10705.000"
"1.1","BPL","2021-12-15","Jasco Products Company, LLC - Timer 10038.032"
"3.8","JRJ","2025-02-24","Adamax Inc. - Fire Suppressant FTO Review 11145.003"
"0.2","AEZ","2021-01-04","Radio & TV Experts, LLC - General 10007.000"
"1.0","BPL","2023-10-31","amshot LLC - General 10132.000"
"0.5","ERH","2024-08-05","NEO CAPITAL PARTNERS, LLC - Rayse Opportunity 11146.001"
"0.5","RAW","2023-07-19","Blaine Dyer - General 10791.000"
"0.3","AEZ","2023-04-06","Private Label Supplements - Hemp Hydrate Litigation 10721.001"
"1.8","JER","2022-02-25","EightTwenty Oklahoma LLC - General 10689.000"
"1.0","JSM","2022-09-28","Click, David and Beverly - Estate Plan Amendment 10773.001"
"0.4","ERH","2021-01-12","Pascucci - Wilson Trust Administration 10056.002"
"1.4","AEZ","2024-06-19","Dodson, Sellers, Wanzer - Chad Ford Litigation 11130.001"
"1.0","JER","2024-02-02","PATHFINDER HOLDCO - HOLDCO C 10814.006"
"1.1","DAC","2020-01-09","WDCO BROADWAY LLC - Arsenault Purchase 10172.001"
"2.4","DAC","2020-09-09","The Academy - General 10258.000"
"1.1","JER","2021-06-16","The Children's Center, Inc. - General 10397.000"
"2.5","RAW","2021-04-26","Colcord Hotel Investment LLC - Colcord Acquisition 10423.002"
"0.3","ERH","2024-01-05","CR Lending -  2120 NW Lake Ave Lawton, OK 73507 Add'l Documents 10637.017"
"1.8","RAW","2021-11-19","WDCO NYC 001 LLC - Post Closing 10572.004"
"0.5","JRJ","2022-07-08","Allparts Music Corp. dba Walrus Audio - General 10368.000"
"0.4","CAJ","2025-01-21","Taoshaus, LLC - General 10781.000"
"1.8","CAJ","2024-04-19","Greg McAlister - Bison Hill 2024 LLC 11129.002"
"0.3","DAC","2021-04-14","Dental Depot - Corporate General 10046.000"
"0.4","JRJ","2024-04-22","VANESSA HOUSE BEER COMPANY LLC v. City of OKC 10037.001"
"1.6","RAW","2021-07-07","PROPTORO LLC - Poole v. PROPTORO 10416.002"
"0.4","RAW","2021-04-27","Tribune Capital LLC - General 10116.000"
"0.2","JER","2023-09-14","Katy Jump - Property Boundary Dispute 10872.001"
"0.3","TRB","2021-04-07","David Hill - Outremer, LLC 10413.001"
"0.2","JRJ","2021-06-22","Wonderfully Made Foundation - Department of Education Litigation 10559.001"
"4.3","JRJ","2020-09-03","Orange Leaf Holdings LLC - Humble Donuts FDD 2020 10025.011"
"2.8","RAW","2020-12-22","Colcord Hotel Investment LLC - Colcord Acquisition 10423.002"
"0.6","RAW","2021-08-30","GIBRALTAR CAPITAL MGMT, INC - Doubletree Warren Place BAMA 10582.002"
"1.3","JER","2022-12-13","PRAIRIE NAV FUND - Private Placement 10764.001"
"4.2","JER","2022-03-18","EightTwenty Oklahoma LLC - General 10689.000"
"0.4","AEZ","2022-05-04","Last Brand, Inc. - Employee Handbook 10296.023"
"0.1","AEZ","2022-09-20","Pegasus EHS, LLC, vs. MHT Consulting, et.al. 10683.002"
"1.0","CAJ","2023-12-21","Pivot Project Construction LLC - Company Formation 10938.001"
"1.4","RAW","2019-12-19","VonAllmen Capital Partners - River City 10177.001"
"0.6","ERH","2022-02-03","MHT Consulting LLC - General 10683.000"
"0.5","JRJ","2022-03-04","Patrick McKenzie Ministries Inc. - Lit DEF - Dept. of Education Suit 10608.001"
"0.5","TRB","2020-05-12","Moline Capital Partners, LLC - General 10059.000"
"0.4","CAJ","2024-08-07","Greg McAlister - Hefner Rd Lot 11129.004"
"0.2","JRJ","2024-01-04","VANESSA HOUSE BEER COMPANY LLC v. City of OKC 10037.001"
"0.6","ERH","2025-01-10","Charles Harding - General 10778.000"
"0.3","JRJ","2024-11-08","Ascend Hospitality Group - GC2 10109.010"
"0.7","JRJ","2023-12-21","Ascend Hospitality Group - Company Restructure 10109.009"
"0.2","JRJ","2023-05-26","Adam Software, LLC - General 10907.000"
"0.4","CAJ","2024-04-22","Ascend Hospitality Group - GC2 10109.010"
"2.8","JRJ","2021-07-09","OSB Café Franchisor LLC - OSB 2021 FDD 10560.001"
"2.8","JRJ","2023-10-10","Ascend Hospitality Group - STANFORD MD Trademark Infringement Litigation 10109.008"
"0.5","JRJ","2022-09-16","GeoX Energy Inc - General 10191.000"
"1.1","DAC","2019-10-31","Dental Depot - Corporate Restructuring 10046.002"
"0.3","JRJ","2023-08-28","OSB Café Franchisor LLC - General 10560.000"
"0.7","JRJ","2023-01-10","Tribune Capital LLC - General 10116.000"
"3.0","JRJ","2022-06-30","CHICAGO DT HOTEL INVESTMENT LLC - Westin Acquisition 10717.001"
"3.1","JRJ","2023-07-20","Tribune Capital LLC - EOTE License Agreement 10116.013"
"0.8","JRJ","2019-12-13","Hurst v. Knauf 10028.001"
"2.5","TGF","2024-09-27","OPERATIONREADYMIX LLC - Willoughby PSA 10742.004"
"2.3","TRB","2022-06-07","SELENITE ENERGY PARTNERS LLC - GENERAL 10777.000"
"0.6","TRB","2021-05-25","BOATHOUSE BARK LLC - General 10471.000"
"0.3","ERH","2020-04-27","Orange Leaf Holdings LLC - General 10025.013"
"0.5","TRB","2021-11-01","VonAllmen Capital Partners - Marshall County Acquisition 10177.004"
"1.8","CNM","2022-09-20","Blaine Dyer - 3333 and OAC Purchase and Sale Agreements 10791.001"
"0.4","RAW","2021-10-05","Whiteboard Technology LLC - Daily AI Merger 10264.002"
"1.5","JRJ","2023-10-18","Southwest Water Works, L.L.C. - General 10822.000"
"1.1","JER","2023-01-26","Purchase Agreement - Oak Glen RV & Mobile Home Park 10755.001"
"0.8","RAW","2024-05-21","J&J HUDSON LLC - General 10729.000"
"1.0","ERH","2021-09-30","Harveys13th LLC - General 10107.000"
"1.2","CNM","2022-12-27","Last Brand, Inc. - General 10296.000"
"0.4","RAW","2022-05-02","CHICAGO DT HOTEL INVESTMENT LLC - Westin Acquisition 10717.001"
"1.7","JRJ","2020-09-29","Hot Chick, Inc. - General 10144.000"
"0.1","AEZ","2024-06-14","Charles Harding - Harding v. Sport Pontoon LLC 10778.001"
"2.3","JER","2021-01-20","Kelsey and Adam Fink - Rad City OZ Fund 2021 LLC Formation 10449.001"
"2.5","RAW","2023-08-25","Two Parkway North Hotel, LLC - Marriott Acquisition 10932.001"
"0.1","AEZ","2025-03-05","J&J HUDSON LLC - Simmons Bank Litigation 10729.003"
"0.5","JSM","2022-10-19","OPERATIONREADYMIX LLC - General 10742.000"
"0.7","ERH","2023-10-11","Private Label Supplements - Hemp Hydrate Litigation 10721.001"
"1.0","CAJ","2024-02-15","HALONA ONE LLC - PPM 11031.001"
"0.3","ERH","2021-04-21","Charlotte Hotel Investment, LLC - Charlotte Hilton Acquisition 10445.002"
"2.0","JRJ","2025-01-10","Ascend Hospitality Group - GC2 10109.010"
"2.1","JRJ","2022-12-06","Burnett Equity - General 10101.000"
"0.5","ERH","2020-05-19","Littlepage Group LLC - General 10293.000"
"1.2","JRJ","2023-10-17","Ascend Hospitality Group - General 10109.000"
"0.1","AEZ","2024-01-19","Medley Material Handling, Inc. - General 10175.000"
"2.4","RAW","2021-08-18","WDCO NYC 001 LLC - General 10572.000"
"1.0","AEZ","2023-08-17","Santiago-Brennan McDonald's, Inc. - EEOC Charge of Discrimination 10934.001"
"0.6","TRB","2020-11-09","amshot LLC - General 10132.000"
"0.5","RAW","2024-07-23","Durant Mobile Home Park LLC v. Durant Mobile Park LLC, et al 11028.002"
"1.6","JRJ","2023-12-27","Darby, Gina - General 10776.000"
"0.5","ERH","2022-01-24","HiVolt Energy LLC - HVE Operations LLC Company Formation 10200.004"
"1.2","AEZ","2022-12-30","Injectable Techniques, LLC dba Soul Aesthetics - Kimiko v Christianson et al 10801.001"
"1.4","DAC","2020-09-18","The Academy - General 10258.000"
"0.2","RAW","2019-10-03","Sunshine City LLC - General 10137.000"
"2.6","DAC","2021-09-20","Radian, L.L.C. v. Radiance Medical Aesthetics LLC 10550.002"
"0.1","DAC","2021-10-07","Pascucci, Daniel - General 10056.000"
"0.2","JER","2023-03-09","AVSAR DEVELOPMENTS LLC - General 10666.000"
"0.4","ERH","2021-04-26","KLEA PB LLC - Company Formation 10514.001"
"0.6","TRB","2021-05-05","Iced Tea LLC - Tower Theater 10143.001"
"3.0","JER","2024-03-06","Triton Value Partners SW, LLC - GC2 10095.000"
"1.0","ERH","2021-02-18","Rapid Remedy Urgent Care Center PLLC - OHCA Audit Appeal 10384.001"
"2.2","JER","2022-11-02","GFO COMPANIES LLC - Pasteur Flats OZ Fund 10610.001"
"0.1","AEZ","2024-08-13","Radio & TV Experts, LLC - General 10007.000"
"1.2","AEZ","2022-07-28","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Karla Smith 10009.005"
"1.5","CAJ","2024-08-20","WD ADVENTURE DISTRICT LLC - General 10901.000"
"2.8","AEZ","2023-03-20","Larry and Beverly Walker and Walker Farms, Inc - Lease dispute with B&L Red Angus, LLC 10820.001"
"0.7","AEZ","2024-02-27","Radio & TV Experts, LLC - General 10007.000"
"1.4","JRJ","2023-12-06","Utex Industries Inc. - General 10158.000"
"4.3","BPL","2019-12-02","TBS Factoring Service, LLC - Trademarks 10062.001"
"0.1","BPL","2020-10-28","Jasco Products Company, LLC - Landscape Lights Patent 10038.035"
"2.0","ERH","2021-07-22","Rapid Remedy Urgent Care Center PLLC - OHCA Audit Appeal 10384.001"
"0.2","ERH","2022-12-09","1732NW 16 LLC - General 10189.000"
"0.6","JER","2021-06-10","C&M Real Estate, LLC - General 10115.000"
"0.5","RAW","2022-11-03","Foraker Company - Grove Civic Center 10330.005"
"2.0","JER","2022-07-28","HiVolt Energy EMPL and Mgmt Holdings LLC - COFO 10663.001"
"0.4","RAW","2020-02-27","Surexpress Transport LLC - LSO Final Mile Dispute 10234.001"
"0.1","DAC","2021-02-09","Rapid Remedy Urgent Care Center PLLC - OHCA Audit Appeal 10384.001"
"0.6","TRB","2021-07-27","Bismarck Renaissance LLC - General 10259.002"
"0.7","TRB","2021-12-02","Green Leaf Pharmaceutical LLC - Kola ORG LLC - Asset Sale 2021 10601.001"
"1.9","DAC","2022-03-02","Radian, L.L.C. v. Radiance Medical Aesthetics LLC 10550.002"
"0.3","RAW","2025-02-13","Providence Green St Investments North LLC - General 10545.000"
"0.1","AEZ","2023-08-22","Dulaney's, Inc. - Corporate 10204.001"
"1.5","JER","2023-03-03","Katy Jump - Property Boundary Dispute 10872.001"
"2.5","JER","2019-10-01","Comma Insurance - Agency 3 10203.001"
"0.5","JRJ","2021-02-04","Hurst v. Knauf 10028.001"
"0.7","RAW","2021-04-28","Tulsa DT Hotel Investment, LLC - ABLE Licensing 10447.003"
"1.0","JRJ","2022-12-09","Allparts Music Corp. dba Walrus Audio - General 10368.000"
"3.5","RAW","2021-09-01","WDCO NYC 001 LLC - General 10572.000"
"4.0","JER","2022-02-23","Cox, Mark - Formation of Arkenco Opportunity Fund LLC 10674.001"
"0.8","ERH","2021-04-08","BOATHOUSE BARK LLC - General 10471.000"
"0.4","AEZ","2024-05-23","First Security Bank - General 10248.000"
"0.2","JRJ","2020-08-03","Moore Primary Care Inc. - General 10070.000"
"1.7","JRJ","2021-10-29","Patrick McKenzie Ministries Inc. - Lit DEF - Dept. of Education Suit 10608.001"
"0.1","AEZ","2022-06-14","Radio & TV Experts, LLC - General 10007.000"
"5.5","JLH","2023-07-28","amshot LLC - General 10132.000"
"0.1","AEZ","2020-03-10","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"1.9","BPL","2022-05-24","Access Downhole, LLC - General 10014.000"
"0.1","AEZ","2024-03-21","U-Change Lock Industries Inc. - Robert Half Intl. v U-Change 11026.001"
"0.2","JLH","2023-07-28","Last Brand, Inc. - General 10296.000"
"0.8","ERH","2022-09-01","Homestead Medical Clinic - Telligen Letter DO NOT BILL 10066.003"
"1.0","AEZ","2024-08-29","Dulaney's, Inc. - Probate 10204.003"
"5.6","DAC","2020-10-07","Dental Depot - Corporate General 10046.000"
"1.1","TRB","2021-03-15","ATAD Investments, LLC - General 10363.000"
"0.8","JRJ","2024-07-09","Allparts Music Corp. dba Walrus Audio - Badass Bass Bridge patent application 10368.031"
"0.3","AEZ","2022-10-19","Last Brand, Inc. - General 10296.000"
"0.4","ERH","2024-06-11","Thu Tran - Insurance Demand Letter 11106.001"
"3.2","CNM","2022-06-15","CHICAGO DT HOTEL INVESTMENT LLC - Westin Acquisition 10717.001"
"0.2","AEZ","2021-01-07","DeatschWerks LLC - Sourcetech v. DeatschWerks 10324.001"
"0.6","CNM","2022-02-18","NEXMUV LLC - General 10435.000"
"0.2","JRJ","2023-09-26","Darby, Gina - General 10776.000"
"0.5","AEZ","2024-10-02","Lagunita Franchise Operations, LLC - Defense of Inspire Brands 11135.002"
"1.6","AEZ","2021-02-24","DeatschWerks LLC - Sourcetech v. DeatschWerks 10324.001"
"0.2","AEZ","2020-03-30","Mar-K Specialized Mfg., Inc. - Greg Davis 10005.001"
"0.2","AEZ","2020-04-21","Medley Material Handling, Inc. - Consulting 10175.001"
"0.3","ERH","2020-08-19","McBlair, Kathryn - Probate of Estate of John Robert Angier II 10355.001"
"0.5","JER","2022-10-10","Schmele, June - Estate Planning 10329.001"
"3.0","JER","2022-10-24","Triton Value Partners SW, LLC - GC2 10095.000"
"0.9","DAC","2020-07-20","Dental Depot - Corporate General 10046.000"
"1.2","ERH","2023-05-02","Gardner Studio, LLC - General 10895.000"
"0.2","RAW","2024-07-26","STRUBLE PROPERTIES L.L.C. - Assignment of Sideline Lease 10619.008"
"0.1","AEZ","2020-12-29","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"1.5","JRJ","2023-08-18","Utex Industries Inc. - Composite BX Ring Patent Application 10158.014"
"6.9","JRJ","2024-06-13","Darby, Gina - General 10776.000"
"0.3","AEZ","2021-02-02","DeatschWerks LLC - Sourcetech v. DeatschWerks 10324.001"
"0.8","AEZ","2024-07-17","Radio & TV Experts, LLC - General 10007.000"
"0.6","BPL","2020-08-03","Jasco Products Company, LLC - Remote Control-1 10038.027"
"0.5","JER","2020-10-23","Davis, Todd - General 10374.000"
"0.9","TRB","2020-11-25","Orange Leaf Holdings LLC - BRIX Acquisition 10025.015"
"0.1","DAC","2021-03-03","CPAOKC - Collections 10153.001"
"1.0","JER","2023-02-06","GFO COMPANIES LLC - Pasteur Flats OZ Fund 10610.001"
"0.5","ERH","2019-11-11","Liddell, Mike - Eagle Storage LL - General 10178.002"
"0.5","TRB","2021-08-30","Iced Tea LLC - Tower Theater 10143.001"
"0.4","JRJ","2023-07-24","Allparts Music Corp. dba Walrus Audio - General 10368.000"
"7.2","JRJ","2023-11-07","WDCO VENTURES LLC - General 10648.000"
"0.0","JRJ","2020-09-04","Shah, Pranav - Medi-Weightloss Franchise Review 10262.002"
"0.5","RAW","2020-04-13","Rush Brook HOA - General 10035.000"
"0.4","BPL","2021-11-04","Shellback General Contracting Co. - General 10057.000"
"0.3","RAW","2022-09-28","Sunshine City LLC - General 10137.000"
"2.1","JRJ","2021-06-11","Moore Primary Care Inc. - OHCA Audit Litigation 10070.001"
"0.2","AEZ","2024-10-24","Quick-Mincey Development Corporation II - General 10857.000"
"4.1","AEZ","2021-09-10","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"0.1","ERH","2022-07-12","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Karla Smith 10009.005"
"0.5","TRB","2022-07-15","ONEOK - General 10756.000"
